year,make,model,trim,model_code,source
2026,Toyota,Tundra,SR5,8261,user
2026,Toyota,bZ,XLE,2872,user
2026,Toyota,bZ,XLE,2873,user
2026,Toyota,bZ,XLE Plus,2870,user
2026,Volkswagen,Jetta GLI,Autobahn,BU59V2,user
2026,Volkswagen,Jetta GLI,Autobahn,BU59VZ,user
2026,Volvo,EX30,Cross Country Ultra,EX30TCCUAWD,user
2026,Volvo,EX40,Plus,EX40SPRWD,user
2026,Volvo,EX40,Plus,EX40TPAWD,user
2026,Volvo,EX40,Ultra Black Edition,EX40TBAWD,user
2026,Volvo,V60 Cross Country,Plus,V60CCB5PAWD,user
2026,Volvo,V60 Cross Country,Ultra,V60CCB5UAWD,user
2026,Volvo,V90 Cross Country,Ultra,V90CCB6UAWD,user
2026,Volvo,XC40,Core,XC40B4CFWD,user
2026,Volvo,XC40,Core,XC40B5CAWD,user
2026,Volvo,XC60,Ultra Black Edition,XC60B5UBEAWD,user
